EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2017-7-18,93,83,72,71,68,60,93,67,41,30.1,30.05,29.99,10.0,8.0,0.0,13.0,6.0,22.0,0.35,2.0,Rain,257
2017-7-19,83,78,73,70,56,49,82,57,31,30.17,30.08,29.99,10.0,9.0,9.0,12.0,5.0,23.0,0.00,3.0,,318
2017-7-20,85,77,68,58,54,49,57,45,33,30.24,30.18,30.13,10.0,10.0,9.0,10.0,3.0,14.0,0.00,2.0,,61
2017-7-21,90,81,71,65,62,57,79,57,34,30.18,30.11,30.04,10.0,9.0,8.0,12.0,5.0,21.0,0.00,0.0,,224
2017-7-22,94,84,74,71,68,65,84,63,41,30.03,29.9,29.78,9.0,8.0,6.0,16.0,7.0,26.0,0.00,0.0,,251
2017-7-23,96,88,80,68,60,52,59,42,24,29.89,29.84,29.78,10.0,9.0,8.0,15.0,5.0,24.0,0.00,1.0,,285
2017-7-24,94,85,75,67,62,57,62,46,30,29.99,29.95,29.91,10.0,9.0,8.0,9.0,4.0,18.0,0.00,0.0,,22
2017-7-25,93,83,73,77,71,64,97,73,49,29.96,29.9,29.81,10.0,5.0,0.0,18.0,3.0,31.0,1.00,4.0,Fog-Rain,244
2017-7-26,89,81,72,72,66,59,93,67,40,29.93,29.89,29.86,10.0,8.0,3.0,12.0,4.0,22.0,0.00,1.0,,290
2017-7-27,91,83,74,68,63,60,67,53,38,29.96,29.92,29.88,10.0,9.0,8.0,8.0,2.0,11.0,0.00,1.0,,333
2017-7-28,95,85,75,72,67,56,82,54,26,29.92,29.89,29.84,9.0,7.0,3.0,13.0,3.0,23.0,T,1.0,Rain,291
2017-7-29,85,77,69,72,69,66,97,80,63,29.93,29.87,29.81,9.0,4.0,0.0,13.0,4.0,18.0,1.09,6.0,Fog-Rain,60
2017-7-30,84,79,73,73,71,67,93,79,65,30.08,30.02,29.93,9.0,4.0,1.0,10.0,4.0,20.0,0.25,6.0,Rain,116
2017-7-31,78,75,71,73,71,69,94,84,74,30.07,30.02,29.98,10.0,6.0,1.0,14.0,4.0,20.0,1.08,8.0,Rain,133
2017-8-1,80,75,69,69,66,62,97,82,67,30.1,30.06,30.01,10.0,8.0,3.0,13.0,5.0,17.0,T,8.0,Rain,69
2017-8-2,79,74,68,64,61,56,79,68,56,30.14,30.1,30.04,10.0,9.0,9.0,16.0,7.0,20.0,0.00,5.0,,68
2017-8-3,80,73,66,61,59,56,81,63,45,30.19,30.16,30.13,10.0,9.0,8.0,9.0,3.0,16.0,0.00,1.0,,70
2017-8-4,81,74,67,63,60,57,81,66,51,30.19,30.14,30.09,10.0,9.0,7.0,8.0,2.0,15.0,0.00,1.0,,168
2017-8-5,83,76,69,66,62,59,70,62,54,30.09,29.99,29.87,10.0,9.0,8.0,10.0,4.0,19.0,0.00,2.0,,214
2017-8-6,87,80,72,73,68,59,82,67,51,29.86,29.78,29.69,10.0,8.0,1.0,14.0,5.0,22.0,0.05,5.0,Rain,264
2017-8-7,86,78,70,61,57,54,70,52,34,29.94,29.87,29.79,10.0,10.0,8.0,10.0,4.0,18.0,0.00,0.0,,297
2017-8-8,86,79,71,67,60,54,74,56,37,30.12,30.04,29.96,10.0,10.0,9.0,8.0,1.0,11.0,0.00,1.0,,42
2017-8-9,87,79,71,68,62,56,74,55,35,30.22,30.18,30.13,10.0,9.0,8.0,10.0,3.0,18.0,0.00,0.0,,240
2017-8-10,86,81,75,78,73,70,87,74,61,30.22,30.16,30.08,10.0,8.0,2.0,12.0,4.0,20.0,0.09,6.0,Rain,236
2017-8-11,91,83,74,77,74,71,91,74,56,30.1,30.04,29.97,10.0,8.0,2.0,13.0,5.0,20.0,0.15,3.0,Rain,260
2017-8-12,93,83,73,78,73,70,93,75,56,30.06,29.94,29.84,10.0,7.0,2.0,13.0,5.0,22.0,0.32,3.0,Rain,268
2017-8-13,96,89,81,78,75,69,85,68,51,29.92,29.88,29.82,10.0,8.0,7.0,12.0,4.0,19.0,0.00,0.0,,243
2017-8-14,94,86,78,75,72,67,91,70,49,30.05,29.96,29.88,10.0,9.0,1.0,12.0,4.0,22.0,0.06,2.0,Rain,281
2017-8-15,92,85,77,72,69,64,79,60,41,30.19,30.13,30.04,10.0,9.0,9.0,9.0,3.0,14.0,0.00,1.0,,342
2017-8-16,87,83,78,78,74,70,94,77,59,30.19,30.1,29.99,9.0,7.0,2.0,13.0,4.0,24.0,0.11,3.0,Rain,218
2017-8-17,85,81,77,75,66,61,82,65,47,30.04,30.0,29.96,10.0,10.0,9.0,17.0,5.0,33.0,0.01,2.0,,277
2017-8-18,85,79,72,70,66,62,90,71,51,30.02,29.98,29.92,10.0,9.0,4.0,9.0,2.0,13.0,0.03,6.0,Rain,5
2017-8-19,88,81,74,71,67,64,87,68,48,29.96,29.93,29.89,10.0,9.0,7.0,12.0,2.0,16.0,0.01,3.0,,73
2017-8-20,83,77,70,71,69,67,97,78,58,29.98,29.94,29.89,10.0,7.0,0.0,16.0,5.0,23.0,0.82,4.0,Fog-Rain,93
2017-8-21,86,80,73,74,72,66,94,76,58,29.95,29.85,29.77,10.0,7.0,0.0,12.0,4.0,21.0,0.31,5.0,Fog-Rain,198
2017-8-22,79,72,65,67,55,46,79,59,38,30.22,30.0,29.81,10.0,10.0,9.0,14.0,6.0,29.0,0.00,0.0,,318
2017-8-23,82,72,61,58,52,48,67,52,36,30.33,30.27,30.23,10.0,10.0,9.0,9.0,2.0,17.0,0.00,0.0,,282
2017-8-24,87,78,68,64,60,55,70,56,33,30.3,30.26,30.21,10.0,9.0,8.0,6.0,3.0,,0.00,0.0,,282
2017-8-25,86,78,69,72,66,61,78,65,48,,,,,,,,,,0.00,,,-1
2017-8-26,90,83,75,72,67,61,83,61,40,,,,,,,,,,0.00,,,-1
2017-8-27,89,82,75,63,58,55,54,47,39,30.26,30.22,30.19,10.0,10.0,9.0,10.0,3.0,17.0,0.00,0.0,,-1
2017-8-28,89,81,72,67,63,58,84,62,40,30.27,30.21,30.15,10.0,9.0,8.0,7.0,2.0,,0.00,0.0,,170
2017-8-29,91,83,74,67,61,55,73,54,34,30.17,30.11,30.06,10.0,9.0,8.0,10.0,5.0,19.0,0.00,1.0,,305
2017-8-30,86,78,69,66,60,55,74,59,44,30.17,30.11,30.04,10.0,10.0,9.0,12.0,3.0,16.0,0.00,1.0,,82
2017-8-31,89,82,74,70,67,61,84,64,43,30.07,29.98,29.87,10.0,8.0,5.0,9.0,3.0,17.0,T,3.0,,220
2017-9-1,79,74,69,70,68,58,93,80,66,29.96,29.87,29.83,10.0,5.0,0.0,10.0,2.0,16.0,0.50,7.0,Fog-Rain,315
2017-9-2,81,74,66,57,54,50,68,54,39,30.14,30.06,29.97,10.0,10.0,10.0,13.0,6.0,18.0,0.00,1.0,,18
2017-9-3,75,71,66,62,58,54,81,67,53,30.21,30.16,30.13,10.0,10.0,10.0,15.0,7.0,24.0,0.00,2.0,,69
2017-9-4,80,73,65,59,54,49,78,58,37,30.25,30.22,30.17,10.0,10.0,10.0,15.0,7.0,21.0,0.00,0.0,,62
2017-9-5,84,75,65,58,52,46,56,48,40,30.23,30.12,29.97,10.0,10.0,10.0,16.0,8.0,27.0,0.00,1.0,,37
2017-9-6,80,76,71,67,61,53,84,65,46,30.0,29.97,29.93,10.0,10.0,5.0,18.0,10.0,30.0,T,7.0,,35
2017-9-7,85,78,71,68,66,64,84,70,55,30.03,29.98,29.93,10.0,9.0,5.0,14.0,6.0,22.0,0.00,6.0,,49
2017-9-8,89,80,71,73,69,67,84,69,53,29.96,29.89,29.81,9.0,8.0,6.0,10.0,3.0,19.0,0.00,1.0,,178
2017-9-9,91,83,75,74,70,67,94,71,47,30.02,29.91,29.82,10.0,8.0,2.0,10.0,4.0,17.0,0.22,4.0,Rain,331
2017-9-10,90,82,74,77,73,70,94,77,59,30.01,29.97,29.91,8.0,6.0,4.0,10.0,4.0,21.0,T,2.0,,96
2017-9-11,83,75,67,73,61,46,85,59,33,30.16,29.97,29.86,10.0,9.0,7.0,16.0,6.0,28.0,0.00,2.0,,302
2017-9-12,78,70,62,57,51,45,73,54,35,30.27,30.22,30.17,10.0,10.0,10.0,9.0,4.0,16.0,0.00,0.0,,69
2017-9-13,83,74,64,62,59,55,78,62,46,30.25,30.18,30.11,10.0,10.0,9.0,13.0,4.0,23.0,0.00,0.0,,228
2017-9-14,91,79,67,70,62,54,84,58,32,30.14,30.06,29.96,10.0,7.0,0.0,15.0,5.0,27.0,0.56,3.0,Fog-Rain,295
2017-9-15,74,68,61,54,48,43,67,51,35,30.29,30.25,30.16,10.0,10.0,10.0,15.0,5.0,24.0,0.00,1.0,,56
2017-9-16,73,67,61,54,53,51,72,61,49,30.34,30.3,30.27,10.0,10.0,10.0,9.0,3.0,17.0,0.00,3.0,,163
2017-9-17,77,67,59,64,58,52,87,70,52,30.28,30.2,30.1,10.0,10.0,9.0,8.0,3.0,,0.00,1.0,,193
2017-9-18,82,76,70,70,67,61,84,77,69,30.11,30.06,30.0,10.0,9.0,7.0,12.0,4.0,18.0,0.00,4.0,,239
2017-9-19,76,73,69,72,69,66,100,91,82,30.11,30.05,29.99,10.0,6.0,1.0,12.0,2.0,18.0,0.68,6.0,Rain,250
2017-9-20,82,75,68,68,67,64,93,74,55,30.15,30.1,30.07,10.0,9.0,6.0,9.0,2.0,12.0,0.00,4.0,,32
2017-9-21,84,76,68,68,56,45,90,59,28,30.19,30.15,30.1,10.0,10.0,7.0,12.0,4.0,17.0,0.00,0.0,,26
2017-9-22,86,76,65,55,51,44,68,48,27,30.19,30.14,30.09,10.0,10.0,10.0,8.0,2.0,14.0,0.00,0.0,,88
2017-9-23,87,76,64,63,57,51,78,54,30,30.07,30.0,29.92,10.0,10.0,8.0,12.0,2.0,17.0,0.01,1.0,,335
2017-9-24,71,65,58,61,52,42,93,65,37,30.16,30.1,30.01,10.0,9.0,2.0,14.0,5.0,23.0,0.20,5.0,Rain,45
2017-9-25,70,62,54,43,39,34,64,46,28,30.21,30.17,30.12,10.0,10.0,10.0,10.0,3.0,15.0,0.00,0.0,,23
2017-9-26,74,64,54,58,47,38,72,58,44,30.21,30.13,29.99,10.0,10.0,10.0,12.0,4.0,19.0,0.00,3.0,,95
2017-9-27,74,69,64,64,60,50,87,67,46,29.98,29.93,29.88,10.0,8.0,2.0,10.0,3.0,18.0,0.22,4.0,Rain,259
2017-9-28,69,63,56,60,57,53,93,80,67,30.25,30.12,29.99,10.0,8.0,3.0,18.0,8.0,27.0,0.00,6.0,,62
2017-9-29,64,61,57,55,53,51,87,75,63,30.38,30.33,30.25,10.0,9.0,3.0,21.0,11.0,31.0,0.00,8.0,,77
2017-9-30,59,58,56,57,54,49,93,83,72,30.35,30.29,30.24,10.0,4.0,1.0,16.0,10.0,28.0,0.40,8.0,Rain,59
2017-10-1,62,59,56,56,54,53,93,86,78,30.26,30.2,30.14,10.0,9.0,5.0,16.0,8.0,23.0,0.00,8.0,,61
2017-10-2,63,60,57,59,56,53,93,86,78,30.14,30.08,30.02,10.0,8.0,5.0,9.0,3.0,12.0,0.00,8.0,,54
2017-10-3,72,66,60,59,57,55,90,74,57,30.11,30.03,29.99,10.0,7.0,4.0,7.0,2.0,11.0,0.00,6.0,,40
2017-10-4,69,65,60,59,54,50,84,70,55,30.34,30.26,30.12,10.0,10.0,8.0,15.0,8.0,23.0,0.00,7.0,,70
2017-10-5,67,60,53,53,49,43,80,63,45,30.37,30.32,30.27,10.0,10.0,9.0,13.0,5.0,17.0,0.00,1.0,,72
2017-10-6,73,64,55,56,53,47,93,66,38,30.33,30.3,30.27,10.0,8.0,6.0,7.0,2.0,13.0,0.00,0.0,,67
2017-10-7,75,66,57,58,53,42,93,67,40,30.31,30.26,30.19,10.0,8.0,3.0,9.0,2.0,16.0,0.00,0.0,,125
2017-10-8,68,63,58,64,61,55,93,85,76,30.17,30.07,29.99,10.0,6.0,1.0,8.0,2.0,11.0,0.23,6.0,Rain,60
2017-10-9,65,58,51,63,52,38,97,74,51,30.09,30.01,29.95,10.0,6.0,1.0,16.0,7.0,28.0,0.55,7.0,Rain,12
2017-10-10,64,56,47,37,33,28,65,46,27,30.38,30.23,30.08,10.0,10.0,10.0,15.0,5.0,23.0,0.00,0.0,,328
2017-10-11,63,55,46,47,40,33,72,59,46,30.48,30.43,30.4,10.0,10.0,10.0,9.0,4.0,15.0,0.00,0.0,,124
2017-10-12,66,60,53,54,50,48,89,73,56,30.42,30.33,30.19,10.0,10.0,8.0,8.0,1.0,13.0,0.00,2.0,,101
2017-10-13,67,60,53,56,53,39,93,74,55,30.19,30.11,30.05,10.0,8.0,5.0,12.0,3.0,34.0,T,3.0,,284
2017-10-14,62,55,47,39,36,33,66,53,39,30.39,30.32,30.2,10.0,10.0,10.0,12.0,5.0,19.0,0.00,0.0,,37
2017-10-15,65,55,45,47,42,34,76,60,43,30.46,30.38,30.31,10.0,10.0,10.0,9.0,3.0,14.0,0.00,0.0,,5
2017-10-16,69,61,53,56,52,47,89,73,57,30.31,30.15,30.02,10.0,9.0,7.0,10.0,4.0,19.0,0.00,2.0,,248
2017-10-17,81,72,63,60,59,56,84,68,51,30.02,29.93,29.86,10.0,9.0,6.0,8.0,3.0,14.0,0.00,3.0,,260
2017-10-18,81,74,67,63,61,59,78,66,54,29.94,29.89,29.82,9.0,8.0,6.0,14.0,4.0,23.0,0.00,0.0,,213
2017-10-19,85,75,65,63,58,46,78,58,37,30.14,29.97,29.86,10.0,9.0,8.0,13.0,5.0,21.0,0.00,1.0,,285
2017-10-20,70,66,62,63,56,48,87,72,56,30.15,30.09,29.98,10.0,8.0,6.0,12.0,6.0,17.0,0.00,5.0,,81
2017-10-21,69,63,57,67,65,60,100,92,84,29.94,29.65,29.42,10.0,5.0,0.0,12.0,2.0,17.0,1.11,7.0,Fog-Rain,148
2017-10-22,57,52,47,56,43,32,93,73,52,29.68,29.48,29.38,10.0,8.0,2.0,20.0,10.0,35.0,0.29,8.0,Rain,296
2017-10-23,61,53,45,42,34,28,61,50,39,29.89,29.82,29.69,10.0,10.0,10.0,22.0,8.0,36.0,0.00,1.0,,282
2017-10-24,62,55,47,47,38,29,83,58,32,30.14,29.95,29.78,10.0,10.0,10.0,16.0,6.0,30.0,T,3.0,,304
2017-10-25,52,48,43,35,29,23,65,52,38,30.36,30.22,30.13,10.0,10.0,10.0,16.0,6.0,27.0,0.00,3.0,,299
2017-10-26,51,45,38,28,25,22,70,52,33,30.45,30.4,30.36,10.0,10.0,10.0,13.0,4.0,19.0,0.00,0.0,,350
2017-10-27,55,48,40,53,43,21,100,70,40,30.45,30.22,30.0,10.0,5.0,1.0,13.0,5.0,21.0,1.41,8.0,Rain,76
2017-10-28,51,47,42,53,37,29,93,71,49,30.22,30.1,30.01,10.0,9.0,2.0,20.0,8.0,34.0,0.00,5.0,,302
2017-10-29,64,52,39,50,38,32,76,61,46,30.21,30.06,29.9,10.0,10.0,10.0,14.0,4.0,22.0,0.00,1.0,,265
2017-10-30,76,65,54,59,55,51,93,74,54,29.96,29.88,29.77,10.0,7.0,0.0,18.0,4.0,36.0,0.56,7.0,Fog-Rain,10
2017-10-31,54,49,44,51,35,30,77,59,41,30.31,30.14,29.97,10.0,10.0,10.0,12.0,6.0,23.0,0.00,2.0,,352
2017-11-1,58,49,40,45,39,31,85,68,51,30.4,30.34,30.3,10.0,10.0,10.0,10.0,3.0,17.0,0.00,2.0,,50
2017-11-2,70,62,54,55,51,45,77,68,58,30.3,30.2,30.1,10.0,10.0,9.0,10.0,3.0,17.0,0.00,1.0,,254
2017-11-3,72,65,57,56,52,43,84,68,51,30.09,29.95,29.84,10.0,8.0,5.0,15.0,5.0,27.0,0.00,2.0,,261
2017-11-4,61,54,47,45,35,24,66,48,30,30.24,30.12,29.97,10.0,10.0,10.0,12.0,5.0,18.0,0.00,1.0,,320
2017-11-5,62,53,44,42,36,26,62,52,42,30.24,30.19,30.13,10.0,10.0,10.0,13.0,3.0,20.0,0.00,1.0,,288
2017-11-6,59,52,45,43,35,26,66,53,39,30.41,30.22,30.09,10.0,10.0,10.0,16.0,8.0,26.0,0.00,1.0,,359
2017-11-7,53,47,41,31,27,23,65,49,32,30.49,30.41,30.3,10.0,10.0,10.0,14.0,5.0,20.0,0.00,0.0,,32
2017-11-8,66,54,41,34,32,28,65,47,29,30.29,30.11,29.9,10.0,10.0,10.0,8.0,3.0,13.0,0.00,0.0,,286
2017-11-9,59,54,49,52,44,34,93,65,37,29.96,29.86,29.8,10.0,8.0,2.0,14.0,4.0,23.0,0.06,6.0,Rain,325
2017-11-10,56,48,40,37,31,25,77,55,32,30.04,29.92,29.71,10.0,10.0,10.0,14.0,6.0,27.0,0.00,1.0,,289
2017-11-11,63,52,41,38,29,20,54,42,29,30.16,29.83,29.65,10.0,10.0,10.0,18.0,8.0,34.0,0.00,1.0,Rain,286
2017-11-12,50,44,37,23,20,18,48,39,29,30.33,30.24,30.17,10.0,10.0,10.0,12.0,5.0,20.0,0.00,0.0,,295
2017-11-13,61,51,41,27,24,20,55,38,20,30.16,30.1,30.03,10.0,10.0,10.0,13.0,5.0,19.0,0.00,0.0,,266
2017-11-14,62,54,46,30,22,19,34,27,20,30.05,30.02,29.97,10.0,10.0,10.0,13.0,4.0,20.0,0.00,1.0,,265
2017-11-15,56,52,47,49,45,31,93,66,38,29.98,29.84,29.73,10.0,5.0,0.0,17.0,6.0,28.0,1.81,8.0,Fog-Rain,9
2017-11-16,61,53,45,42,37,34,86,63,39,29.89,29.78,29.74,10.0,10.0,9.0,10.0,4.0,17.0,0.00,1.0,,277
2017-11-17,61,55,49,41,39,36,71,57,42,30.08,30.0,29.9,10.0,10.0,8.0,13.0,4.0,20.0,0.00,0.0,,312
2017-11-18,64,54,44,38,37,33,76,55,34,30.14,30.08,30.04,10.0,10.0,9.0,8.0,2.0,13.0,0.00,0.0,,315
2017-11-19,63,50,37,49,45,34,80,65,50,30.04,29.77,29.58,10.0,8.0,2.0,18.0,5.0,32.0,0.25,4.0,Rain,81
2017-11-20,42,38,34,34,29,19,85,65,44,29.61,29.57,29.52,10.0,8.0,2.0,25.0,10.0,39.0,0.31,8.0,Rain-Snow,283
2017-11-21,41,39,36,21,18,16,52,45,37,29.85,29.7,29.57,10.0,10.0,10.0,22.0,13.0,39.0,0.00,7.0,,290
2017-11-22,41,39,37,24,20,17,59,50,40,30.21,30.05,29.86,10.0,10.0,10.0,21.0,10.0,37.0,0.00,5.0,,303
2017-11-23,45,40,35,24,22,19,59,49,39,30.31,30.27,30.21,10.0,10.0,10.0,12.0,5.0,20.0,0.00,1.0,,335
2017-11-24,48,43,38,44,36,23,93,72,50,30.32,30.25,30.19,10.0,10.0,7.0,9.0,5.0,14.0,0.03,6.0,,68
2017-11-25,54,50,45,46,43,41,92,79,66,30.26,30.21,30.13,8.0,7.0,5.0,9.0,2.0,13.0,0.02,8.0,Rain,282
2017-11-26,50,45,40,42,37,33,83,68,52,30.14,30.09,30.04,10.0,9.0,4.0,14.0,4.0,21.0,0.00,4.0,,308
2017-11-27,50,45,39,32,29,26,76,58,39,30.14,30.1,30.06,10.0,10.0,10.0,15.0,5.0,24.0,0.00,1.0,,300
2017-11-28,52,45,38,39,31,27,64,53,41,30.22,30.16,30.12,10.0,10.0,9.0,10.0,3.0,17.0,0.00,0.0,,278
2017-11-29,60,56,51,58,54,41,93,78,63,30.12,29.93,29.83,10.0,4.0,0.0,13.0,5.0,26.0,2.20,8.0,Fog-Rain,195
2017-11-30,58,54,50,53,51,49,100,90,80,29.94,29.81,29.56,10.0,4.0,1.0,18.0,6.0,25.0,0.73,6.0,Rain,81
2017-12-1,54,48,42,51,41,27,100,73,45,29.83,29.61,29.46,10.0,7.0,2.0,20.0,8.0,33.0,0.07,5.0,Rain,285
2017-12-2,51,46,40,30,28,26,60,50,39,29.93,29.89,29.85,10.0,10.0,10.0,17.0,9.0,28.0,0.00,3.0,,278
2017-12-3,47,44,41,30,26,24,58,50,42,30.16,30.04,29.91,10.0,10.0,10.0,17.0,9.0,33.0,T,5.0,,303
2017-12-4,47,43,39,25,22,19,54,44,34,30.23,30.19,30.12,10.0,10.0,10.0,12.0,5.0,20.0,0.00,2.0,,3
2017-12-5,49,44,38,38,34,22,85,65,45,30.1,30.02,29.94,10.0,8.0,3.0,15.0,6.0,24.0,0.19,5.0,Rain,273
2017-12-6,46,42,37,37,31,27,85,69,53,30.14,30.02,29.86,10.0,9.0,4.0,15.0,5.0,22.0,0.35,4.0,Rain,69
2017-12-7,46,43,40,38,37,33,92,79,65,30.04,29.96,29.84,10.0,7.0,2.0,15.0,4.0,21.0,0.09,7.0,Rain,7
2017-12-8,45,40,35,31,23,16,67,49,34,30.0,29.99,29.97,10.0,10.0,9.0,6.0,4.0,,0.00,2.0,,277
2017-12-9,40,35,30,19,15,11,43,37,30,30.28,30.22,30.11,10.0,10.0,10.0,21.0,10.0,36.0,0.00,3.0,,300
2017-12-10,35,32,28,20,17,14,63,54,44,30.46,30.37,30.28,10.0,10.0,10.0,14.0,6.0,20.0,0.00,3.0,,291
2017-12-11,35,32,28,30,21,12,85,63,41,30.57,30.44,30.22,10.0,7.0,1.0,12.0,4.0,16.0,0.03,6.0,Snow,217
2017-12-12,46,40,34,40,36,28,100,83,65,30.16,29.93,29.82,10.0,6.0,1.0,13.0,6.0,21.0,0.50,6.0,Rain,291
2017-12-13,43,39,35,28,24,21,64,54,43,30.19,30.1,30.01,10.0,10.0,10.0,13.0,4.0,19.0,0.00,2.0,,278
2017-12-14,42,38,34,29,19,7,70,50,30,30.02,29.96,29.88,10.0,10.0,8.0,14.0,6.0,23.0,0.00,2.0,,283
2017-12-15,34,27,19,10,0,-12,54,38,21,30.17,29.95,29.77,10.0,10.0,5.0,25.0,11.0,40.0,T,2.0,,289
2017-12-16,27,22,17,7,4,2,54,46,38,30.46,30.37,30.18,10.0,10.0,10.0,15.0,6.0,25.0,0.00,2.0,,284
2017-12-17,39,32,24,36,28,10,100,75,50,30.35,30.06,29.89,10.0,4.0,1.0,15.0,4.0,26.0,0.73,8.0,Rain-Snow,261
2017-12-18,58,45,31,55,39,13,100,70,40,30.46,29.93,29.72,10.0,5.0,0.0,18.0,7.0,31.0,0.04,7.0,Fog-Rain,298
2017-12-19,31,27,23,13,7,3,55,45,34,30.74,30.66,30.49,10.0,10.0,10.0,14.0,7.0,20.0,0.00,0.0,,38
2017-12-20,33,27,20,15,9,3,62,48,33,30.67,30.45,30.15,10.0,10.0,10.0,15.0,3.0,22.0,0.00,0.0,,277
2017-12-21,40,35,30,21,18,13,58,49,40,30.21,30.16,30.11,10.0,10.0,10.0,13.0,3.0,19.0,0.00,0.0,,262
2017-12-22,49,43,37,27,24,20,59,47,34,30.2,30.04,29.9,10.0,10.0,10.0,16.0,6.0,27.0,0.00,4.0,,269
2017-12-23,47,43,38,26,24,23,59,49,38,30.44,30.37,30.22,10.0,10.0,10.0,15.0,6.0,22.0,0.00,0.0,,274
2017-12-24,47,43,38,40,36,25,92,71,49,30.35,30.18,30.06,10.0,6.0,1.0,15.0,5.0,22.0,0.47,6.0,Rain,259
2017-12-25,50,43,36,31,28,19,70,56,42,30.7,30.46,30.29,10.0,10.0,10.0,14.0,6.0,19.0,0.00,0.0,,357
2017-12-26,50,42,33,48,33,16,93,70,47,30.73,30.52,30.1,10.0,9.0,2.0,14.0,7.0,24.0,0.02,7.0,Rain,73
2017-12-27,60,50,40,52,43,27,89,61,33,30.04,29.88,29.76,10.0,10.0,9.0,20.0,7.0,33.0,0.00,5.0,,264
2017-12-28,40,37,34,27,22,19,64,54,44,30.17,30.09,29.95,10.0,10.0,10.0,14.0,5.0,21.0,0.00,5.0,,292
2017-12-29,46,40,33,44,36,19,96,74,52,30.09,29.7,29.54,10.0,6.0,2.0,15.0,5.0,25.0,0.39,6.0,Rain,224
2017-12-30,40,37,33,31,25,19,82,63,44,29.99,29.72,29.54,10.0,9.0,0.0,18.0,9.0,29.0,0.01,3.0,Fog-Snow,277
2017-12-31,44,38,31,26,20,16,56,46,36,30.15,30.02,29.89,10.0,10.0,10.0,15.0,7.0,25.0,0.00,3.0,,240
2018-1-1,42,38,34,26,23,16,59,52,44,30.06,30.03,29.97,10.0,10.0,10.0,17.0,8.0,26.0,0.00,5.0,,281
2018-1-2,40,36,32,20,18,15,52,46,40,30.1,30.02,29.96,10.0,10.0,10.0,15.0,7.0,23.0,0.00,3.0,,275
2018-1-3,45,40,35,23,21,19,56,47,37,29.94,29.86,29.79,10.0,10.0,10.0,17.0,8.0,26.0,0.00,1.0,,277
2018-1-4,36,25,14,23,9,0,59,44,28,30.32,30.05,29.87,10.0,10.0,10.0,21.0,9.0,31.0,0.00,3.0,,345
2018-1-5,29,20,11,1,-3,-6,58,41,24,30.62,30.57,30.46,10.0,10.0,10.0,20.0,5.0,30.0,0.00,0.0,,333
2018-1-6,41,33,25,9,4,-1,50,35,19,30.58,30.5,30.41,10.0,10.0,10.0,13.0,4.0,18.0,0.00,0.0,,259
2018-1-7,46,39,31,22,11,4,44,33,22,30.38,30.28,30.2,10.0,10.0,10.0,7.0,2.0,,0.00,3.0,,293
2018-1-8,46,39,31,39,29,18,70,64,58,30.22,30.2,30.17,10.0,10.0,10.0,14.0,4.0,21.0,0.00,8.0,,79
2018-1-9,47,44,40,42,38,32,83,77,70,30.23,30.16,30.06,10.0,9.0,4.0,15.0,8.0,20.0,T,8.0,Rain,76
2018-1-10,59,50,40,56,46,23,93,71,49,30.01,29.59,29.28,10.0,4.0,1.0,22.0,10.0,35.0,1.80,7.0,Rain,109
2018-1-11,40,33,26,20,8,1,49,37,25,30.11,29.92,29.63,10.0,10.0,10.0,20.0,10.0,35.0,0.00,1.0,,289
2018-1-12,44,35,25,29,15,2,75,53,31,30.1,29.85,29.64,10.0,10.0,10.0,22.0,6.0,35.0,T,4.0,,235
2018-1-13,30,26,22,7,4,2,52,42,31,30.02,29.94,29.75,10.0,10.0,10.0,21.0,10.0,35.0,0.00,0.0,,284
2018-1-14,38,30,22,22,12,1,55,47,39,29.98,29.95,29.89,10.0,10.0,10.0,15.0,5.0,23.0,T,7.0,,266
2018-1-15,51,43,34,40,31,20,76,62,48,29.95,29.82,29.54,10.0,9.0,7.0,12.0,5.0,18.0,T,2.0,,101
2018-1-16,52,47,42,41,37,29,89,70,50,29.76,29.52,29.35,10.0,8.0,2.0,15.0,7.0,22.0,0.24,7.0,Rain,340
2018-1-17,42,36,30,28,23,17,85,66,47,29.89,29.78,29.69,10.0,8.0,0.0,13.0,6.0,19.0,0.05,6.0,Fog-Snow,345
2018-1-18,31,25,18,24,6,-2,78,53,27,29.99,29.83,29.68,10.0,9.0,2.0,22.0,12.0,35.0,T,2.0,Snow,293
2018-1-19,28,22,16,11,3,0,53,42,31,30.13,30.03,29.96,10.0,10.0,10.0,20.0,11.0,34.0,0.00,1.0,,293
2018-1-20,37,32,27,16,15,12,58,49,40,30.22,30.13,30.07,10.0,10.0,10.0,14.0,6.0,22.0,0.00,2.0,,302
2018-1-21,36,31,26,14,11,5,55,45,35,30.25,30.15,30.06,10.0,10.0,10.0,15.0,6.0,23.0,0.00,1.0,,312
2018-1-22,30,26,21,18,6,3,47,41,34,30.3,30.21,30.1,10.0,9.0,1.0,16.0,7.0,22.0,0.01,3.0,Snow,34
